timestamp,open,high,low,close,volume
1609604100,32138.38,32500,32078.69,32393.98,1262.20930877
1609605000,32393.97,33165,32379.43,32683.99,1662.62801439
1609605900,32682.9,32888,32231.12,32568.52,1422.26061095
1609606800,32569,32778,32480.01,32684.75,838.66726089
1609607700,32684.76,32829.23,32660.86,32704.99,548.16050147
1609608600,32704.96,32824.22,32522.51,32766.81,616.15794358
1609609500,32766.82,33088.64,32766.81,32970.21,891.79505984
1609610400,32963.93,33025.56,32511.8,32675,638.91059357
1609611300,32676.45,32821.44,32600,32819.25,346.90626375
1609612200,32812.61,32855.21,32682.44,32841.58,349.15470851
1609613100,32841.58,33300,32802.64,33056.02,1065.78513995
1609614000,33037.6,33176.65,32767.53,33033.93,555.54467797
1609614900,33041.42,33115.29,32930.96,33101.85,376.08242624
1609615800,33102.23,33235,33054.28,33184.62,503.06783399
1609616700,33184.7,33300,33100,33111.87,523.29331676
1609617600,33111.87,33140.03,32300,32840,1777.25962146
1609618500,32845.47,32855.62,32112.13,32280,932.92202153
1609619400,32280,32453.98,31635,32124.98,1673.79183969
1609620300,32125.02,32126.32,30505,30674.58,2575.62762846
1609621200,30700.01,31840.9,30188,31502.77,2979.1599997
1609622100,31522.02,31965.39,31459.95,31658.31,949.4300184
1609623000,31654.55,31739.86,31392.53,31619.74,513.32551779
1609623900,31619.74,31862.6,31485.03,31719.83,576.52401414
1609624800,31718.84,31719.82,31442.29,31688.5,376.54913317
1609625700,31688.5,32258.23,31688.49,32248.67,538.23202908
1609626600,32248.67,32325.03,32100.03,32201.73,445.28853867
1609627500,32201.72,32310,32127.38,32179.36,254.61518555
1609628400,32186.94,32233.86,31603.8,31893.28,680.00554264
1609629300,31896.93,32073.58,31837.84,32017.78,393.76970015
1609630200,32011.01,32074.37,31819.81,31946.23,253.06151605
1609631100,31946.23,32270,31945.02,32225.91,272.17043775
1609632000,32222.88,32280,32008.62,32141.61,323.57564701
1609632900,32141.61,32257.9,32040.06,32244.96,260.12970031
1609633800,32251.63,32479.07,32250.88,32455.65,503.26894178
1609634700,32457.06,32537.7,32395.82,32485.8,259.72704477
1609635600,32485.76,32528.56,32250,32442.35,270.1058658
1609636500,32450.8,32667.22,32430,32665.39,268.99399621
1609637400,32662.33,32774.64,32607.77,32651.18,304.03240457
1609638300,32651.18,32825,32580.51,32631.23,262.01889185
1609639200,32625.97,32748.69,32599.99,32688,207.43785708
1609640100,32688.65,32839.96,32635.62,32823.41,234.48022819
1609641000,32821.17,32921.09,32756.3,32855.02,219.92813092
1609641900,32866.25,32899,32712.54,32779.5,162.47125519
1609642800,32778.81,32778.81,32606.55,32618.23,233.6979145
1609643700,32620.15,32742.58,32609.91,32688.6,127.66714118
1609644600,32682.25,32688.35,32470.14,32602.81,260.12702017
1609645500,32602.81,32763.44,32570.28,32617.55,152.38129689
1609646400,32613.67,32745.52,32610,32665,158.43776133
1609647300,32664.91,32673.6,32490.91,32621.8,176.16138312
1609648200,32627.34,32750.57,32614.56,32741.03,145.80458229
1609649100,32742.5,33290,32742.5,33222.97,511.2241858
1609650000,33245.9,34100,33146.98,33828.54,1589.81427801
1609650900,33828.54,34088.16,33662,34010.91,620.3734405
1609651800,34010.92,34205,33766.57,33976.59,787.55883773
1609652700,33976.39,34103.99,33635.93,33779.48,683.64863921
1609653600,33774.05,34122.29,33668.93,33812.01,376.10964816
1609654500,33812.01,34000,33808.54,33881.53,320.51634397
1609655400,33881.53,34100,33860.32,34021.86,280.85488567
1609656300,34021.86,34096.85,33866.62,33997.56,248.33197963
1609657200,33997.56,34046.75,33800,34020.83,212.74713008
1609658100,34023.64,34600,33966.04,34536.89,728.38348569
1609659000,34532.75,34745,34449.99,34695.17,482.72121098
1609659900,34695.17,34810,34045.14,34508.49,653.21838052
1609660800,34508.48,34628.39,33743.2,34119.15,590.38463508
1609661700,34119.14,34506.01,33963.06,34462.54,347.26455233
1609662600,34462.54,34700,34330.36,34662.87,259.59593691
1609663500,34662.87,34662.87,34305.74,34398.96,240.49649506
1609664400,34398.54,34597.86,34120,34279.92,334.27485982
1609665300,34262.27,34347.8,33901.79,34035.83,359.77788483
1609666200,34045.7,34205.11,33842,34108.55,267.09957107
1609667100,34105.07,34279.77,34062.11,34218.86,175.1981171
1609668000,34228.24,34386.93,34026.01,34089.2,246.72114281
1609668900,34089.28,34151.29,33500,33770.1,609.45997562
1609669800,33761.69,33984.44,33554.11,33971.77,269.8279103
1609670700,33960.17,34182.48,33828.13,33903.18,227.20690811
1609671600,33896.76,34237.48,33807.84,34125.99,253.75169193
1609672500,34126.05,34193.29,33937.05,33961.98,215.33227761
1609673400,33961.96,34178.82,33949.79,34148.46,183.43594404
1609674300,34143.18,34470.39,34143.18,34450.26,212.65559181
1609675200,34450.26,34618.63,34142.9,34526.78,360.53721463
1609676100,34526.78,34559.16,34253.64,34324.49,198.82498027
1609677000,34324.48,34390.43,33980,34174.31,276.1052741
1609677900,34169.77,34264.67,34054.53,34146.74,178.59619304
1609678800,34146.7,34396,34146.67,34371.87,311.38039751
1609679700,34371.88,34395,34188,34204.35,333.38269227
1609680600,34204.35,34209.54,33860.02,34082.57,551.71348378
1609681500,34076.71,34203.48,33857.44,33916.08,331.59226502
1609682400,33916.08,34123.45,33676.19,34091.89,362.31853828
1609683300,34091.89,34199.38,34001.59,34006.27,336.23371097
1609684200,34006.26,34141.48,33860.48,33935.12,422.83419703
1609685100,33935.11,33949.96,33550,33921.94,546.81456468
1609686000,33920.62,33974.27,33269,33445.75,634.37214647
1609686900,33445.76,33654.58,33011.38,33094.89,582.37891153
1609687800,33098.78,33529.89,32800,33427.93,852.55185084
1609688700,33427.94,33717.81,33412.96,33567.82,346.66817046
1609689600,33569.34,33884.16,33560.77,33678.2,494.88343112
1609690500,33678.2,33753.17,33422.64,33458.81,427.89491134
1609691400,33470.38,33550,33242.83,33281.69,453.37175573
1609692300,33278.93,33298.23,32623.08,32704.25,840.12137917
1609693200,32704.89,33040.39,32500,32607.5,870.21291383
1609694100,32613.89,33213.65,32510,33112.7,644.16322591
1609695000,33111.66,33175,32850,33036.59,365.55509133
1609695900,33047.01,33267.12,32882.66,32933.74,297.59550646
1609696800,32933.75,33041.24,32733,32999.99,325.79878573
1609697700,32999.99,33000,32510.39,32527.09,588.01894732
1609698600,32527.09,32729.73,32270.59,32615.16,668.77510955
1609699500,32607.9,32837.92,32577.75,32785.67,264.10572755
1609700400,32785.67,32924.24,32668.3,32828.87,337.82705948
1609701300,32828.87,32913.37,32550.05,32641.24,337.47569779
1609702200,32643.56,32741.26,32444.62,32487.3,302.73596861
1609703100,32485.04,32799.95,32449.29,32772.46,166.43156899
1609704000,32774.33,33350,32730.02,33330.63,409.26029681
1609704900,33330.37,33762.45,33292.9,33726.68,501.36064445
1609705800,33722.75,33840,33560.69,33609.07,421.88945545
1609706700,33603.72,33837.41,33453.28,33744,344.39331232
1609707600,33743.27,33870,33563.05,33699.35,246.16774732
1609708500,33698.56,33763.33,33578.14,33747.41,138.01891809
1609709400,33747.41,33796.99,33617.1,33763.2,227.25946921
1609710300,33763.2,33763.2,33550,33598.47,237.23010027
1609711200,33599.2,33599.2,33250,33315,228.54965117
1609712100,33315,33680.26,33314.99,33549.9,220.39904666
1609713000,33549.93,33649.08,33095.85,33300.84,830.03038672
1609713900,33287.72,33350,33023.53,33166.13,321.97206066
1609714800,33163.89,33434.33,32970.21,33420,484.25019977
1609715700,33431.61,33640,33273.7,33546.21,284.59932273
1609716600,33546.21,33628.24,33362.16,33362.16,294.35314951
1609717500,33362.16,33385.53,32722.38,33080.66,932.27807081
1609718400,33082.84,33141.71,32714.15,32815.71,611.36462253
1609719300,32809.74,33198.71,32792.64,32800,838.278134
1609720200,32799.99,32800,32453.37,32672.6,890.10214529
1609721100,32672.6,32924.76,32670.46,32896.22,153.599844
1609722000,32896.21,32998,32786.77,32819.9,272.98930494
1609722900,32820.01,32899.6,32665.36,32725.01,294.74292424
1609723800,32725.02,33192.44,32630.08,33128.98,427.53729815
1609724700,33128.99,33360,33128.99,33229.4,310.26978085
1609725600,33227.51,33350,33109.52,33251.37,209.40383908
1609726500,33251.37,33278.06,33064.23,33116.49,180.92268359
1609727400,33114.65,33200,33020,33200,178.86433559
1609728300,33200,33636.42,33199.99,33508.78,412.11531535
1609729200,33509.4,33550,33418.91,33438.2,196.51261942
1609730100,33438.2,33529.33,33360.96,33366.56,225.78260328
1609731000,33362.18,33398.35,33306.71,33325.09,195.92252129
1609731900,33323.81,33619.48,33240.84,33611.6,587.80870014
1609732800,33607.79,33666.99,33458.25,33529.5,430.52565995
1609733700,33528.84,33561.73,33333.95,33372.27,193.76256842
1609734600,33382.82,33445.39,33258.57,33334.41,163.99663947
1609735500,33334.98,33453.39,33270.73,33345.25,152.617679
1609736400,33345.18,33381.55,33125.73,33257.09,255.02362169
1609737300,33257.09,33399.03,33253.01,33319.92,177.05379836
1609738200,33327.91,33389.19,33053.79,33131.46,254.34395494
1609739100,33131.47,33183.31,32891.34,32903.87,276.30506299
1609740000,32899.01,33171.53,32899.01,33130,259.35972527
1609740900,33129.92,33517.31,33100,33339.01,341.52624224
1609741800,33359.33,33382.02,33138.19,33164.97,313.8052805
1609742700,33164.97,33330.67,33036.79,33277.83,266.86406845
1609743600,33275.19,33318.45,32875,32913.51,321.54189978
1609744500,32913.51,32998.55,31700,32456.34,1786.20641057
1609745400,32454.87,32619.42,32010.44,32059.94,417.54366847
1609746300,32059.98,32259.5,31900.21,32108.13,418.78332128
1609747200,32117.6,32599.01,32116.06,32460,322.31823164
1609748100,32459.98,32516.19,32111.3,32194.47,237.21235015
1609749000,32181.74,32319.48,31620.03,31750.02,381.85100322
1609749900,31750.02,32086.11,31400,32051.35,518.0701934
1609750800,32045.71,32122.32,31590,31682.69,390.27024735
1609751700,31682.68,31942.55,31433.23,31517.39,389.20325568
1609752600,31519.57,31522.05,30200,30912.71,1366.03871299
1609753500,30899.99,31244.95,30515.32,30998.4,710.00427183
1609754400,30999.68,31198.7,28650,29618.29,1392.80878216
1609755300,29618.29,29618.29,27678,28990.56,2768.53585788
1609756200,28990.56,29734.72,28678.52,29724.47,1017.05236648
1609757100,29712.21,30429.43,29704.72,30284.84,841.87101161
1609758000,30282.43,30517.03,29376.03,29944.8,790.35592
1609758900,29938.87,30359.87,29584.92,30228.31,559.11151246
1609759800,30231.27,30284.21,29881.37,30272,487.8202243
1609760700,30272.11,30962.28,30101.54,30774.11,521.16248681
1609761600,30769.75,30970.93,30500,30921.81,499.69308475
1609762500,30925.41,31266.1,30798.58,31066.64,673.32454101
1609763400,31063.94,31354.14,30911.44,31323.7,405.96899417
1609764300,31308.43,31487.87,31009.78,31282.87,569.81755646
1609765200,31280.21,31285.08,30874.54,30954.89,851.23553186
1609766100,30954.88,31213.27,30594.01,31159.39,937.17213176
1609767000,31159.43,31295.32,30941.42,31006.76,338.90803812
1609767900,31006.77,31455.92,30841.5,31455.92,372.92694375
1609768800,31455.91,31846.78,31443.69,31586.25,671.31531327
1609769700,31586.65,31821.6,31586.65,31773.63,422.42280027
1609770600,31776.82,32000,31684.22,31989.09,668.21658103
1609771500,31969.42,32196.99,31809.07,32180.72,522.93388349
1609772400,32179.94,32246.07,31834.63,31849.61,606.61131502
1609773300,31864.92,32080,31729.07,32080,414.94169642
1609774200,32079.99,32079.99,31755,31892.72,316.42785132
1609775100,31892.04,31893.46,31591.11,31771.01,521.25903916
1609776000,31771.01,31930.55,31154.75,31230.01,886.70489806
1609776900,31241.61,31432.15,30751.41,31034.31,781.95306401
1609777800,31034.31,31200.2,30700,31177.15,630.16618975
1609778700,31177.03,31440,31069,31342.02,397.67199432
1609779600,31342.03,31549.42,30959.08,31000.04,438.44722442
1609780500,31000,31321.33,30900.07,31011.6,491.69268934
1609781400,31009.34,31096.6,30780.29,30805.25,348.56938949
1609782300,30816.75,31066.24,30607.88,31022.25,509.10778598
1609783200,31006.37,31275.59,30997.29,31163.33,316.85644595
1609784100,31160.73,31445.25,30908.43,31445.25,465.1376655
1609785000,31434.81,31455,31275.02,31340.41,284.50183918
1609785900,31339.43,31388.46,31124.53,31183.45,343.06133212
1609786800,31183.44,31363.94,31148.53,31155.46,279.52144394
1609787700,31155.42,31480,31136.65,31416.55,258.08799057
1609788600,31420.06,31880,31412.4,31700.16,473.08847027
1609789500,31706.53,31783.79,31602.94,31690.76,308.37394278
1609790400,31690.76,31850,31482.77,31567.06,443.94643228
1609791300,31567.07,31670.89,31334.18,31389.1,755.06606368
1609792200,31395.38,31510,31293.15,31371.57,448.60905839
1609793100,31371.62,31477.78,31230.67,31269.47,211.82527009
1609794000,31265.64,31600,31265.64,31599.11,205.23648564
1609794900,31599,31599,31000,31096.62,311.73900952
1609795800,31086.56,31195.79,30877.14,30919.99,415.7623878
1609796700,30919.75,31122.76,30864.66,31044.04,278.10647379
1609797600,31044.04,31249.39,30984.61,31221.04,187.21429735
1609798500,31220.98,31369.3,31200.08,31333.47,261.48713915
1609799400,31333.3,31497.65,31259.73,31495.42,193.69587026
1609800300,31495.6,31500,31353.48,31367.03,146.10143985
1609801200,31367.06,31420,31204.76,31313.98,245.74548806
1609802100,31312.36,31870.77,31183.74,31782.07,380.9644501
1609803000,31776.52,31964.47,31596.79,31915,392.28663846
1609803900,31915,32050,31820.37,32019.99,452.32281204
1609804800,32020.22,32536.8,32011.74,32536.8,700.50740426
1609805700,32534.03,32536.2,32254.52,32368.3,559.03700022
1609806600,32360.95,32890,32309.43,32854.21,676.36479915
1609807500,32852.14,32881.49,32358.76,32445,632.53159659
1609808400,32445,32655.8,32340.02,32489.84,334.42329463
1609809300,32495.62,32581.08,32273.36,32568.22,515.60710602
1609810200,32572.52,32750.01,32517.15,32557.99,348.83045208
1609811100,32564.39,32831.62,32468.66,32819.44,295.60271571
1609812000,32817.81,32884.97,32688.15,32730.85,395.54144615
1609812900,32735.81,32848.9,32470,32555.99,350.39160888
1609813800,32553.14,32573.3,32303,32332.27,363.25144454
1609814700,32329.2,32478.4,32267.29,32352.37,251.80200532
1609815600,32350.16,32605.71,32343.54,32511.63,170.28450994
1609816500,32511.63,32541.45,31838.36,31905.85,434.88047064
1609817400,31905.85,32140.79,31601.85,31736.74,667.00672165
1609818300,31738.2,31769.86,31157.56,31201.92,1073.38764125
1609819200,31201.88,31655.24,30702,30710.04,1025.42589549
1609820100,30715.06,31481.03,30450,31277.08,920.1311521
1609821000,31277.08,31530.27,31120.01,31426.31,461.44910033
1609821900,31424.38,31497.27,30839,30886.26,491.44620572
1609822800,30874.05,31391.8,30867.08,31099.43,347.68954063
1609823700,31093.85,31198.8,30700.96,30985.75,429.02669134
1609824600,30995.25,31257.26,30825.69,30886.77,364.17197043
1609825500,30886.76,30939.93,30020,30460.19,1191.5293558
1609826400,30469,30635.28,29891.13,30044.24,1094.32917038
1609827300,30044.24,30574.66,30036.38,30549.99,453.13366576
1609828200,30550,31103.71,30545.09,30952.04,581.97763689
1609829100,30938.28,31292.95,30928.66,31136.64,297.55093084
1609830000,31139.93,31336.4,31020.01,31129.2,295.26218103
1609830900,31126.86,31287.47,30932.77,31126.73,229.64352525
1609831800,31122.57,31122.57,30859.86,31090.33,231.25220146
1609832700,31093.18,31093.18,30774.34,30831.98,227.55335845
1609833600,30843.04,31430.52,30829.56,31376.08,324.93387083
1609834500,31379.09,31525.69,31230,31230,248.91396063
1609835400,31227.46,31344.09,31027.23,31060.37,278.13782711
1609836300,31055.31,31238.47,31050,31225.9,124.43933862
1609837200,31224.18,31431,31200.01,31349.24,151.89192068
1609838100,31346.18,31475,31332.79,31469.71,284.7929789
1609839000,31473.06,31815.61,31471.29,31815.6,210.88642172
1609839900,31811.78,31819.28,31489.99,31591.43,130.480439
1609840800,31592.53,31705.45,31445.52,31523.76,162.50620861
1609841700,31520.35,31678.54,31506.53,31603.64,120.84072267
1609842600,31600.67,31602.77,31156.56,31267.41,253.08421286
1609843500,31263.25,31450.74,31126.99,31361.97,205.96042913
1609844400,31361.97,31587.01,31348.06,31442.54,223.5803802
1609845300,31442.54,31496.24,31314.83,31434.72,164.9743553
1609846200,31434.72,31725.94,31390.59,31715.27,196.97593018
1609847100,31714.26,31820.93,31604.05,31820.92,163.68498818
1609848000,31820.93,32000,31701.86,31903.79,337.30833009
1609848900,31902.6,32099.99,31756.84,31850.53,300.00371147
1609849800,31850.53,31894.99,31720.68,31823.81,264.68467066
1609850700,31823.8,31945,31609.48,31629.64,240.55270166
1609851600,31627.1,31899.99,31627.1,31885.49,262.56017124
1609852500,31882.85,31942.18,31710.32,31756.8,266.23404955
1609853400,31750.11,31859.65,31634.95,31859.65,260.42313211
1609854300,31861.63,31865.97,31479.66,31500.5,341.44785608
1609855200,31513.63,31564.55,31160.12,31422.31,538.99731123
1609856100,31424.61,31598.93,31341.21,31575.48,337.5280951
1609857000,31575.48,31996.88,31493.35,31983.19,429.06949019
1609857900,31993.38,32428.15,31885.01,32399.77,557.4200584
1609858800,32399.99,32425,32058.54,32120.02,593.65202808
1609859700,32121.09,32363.26,32119.65,32220.74,353.12313193
1609860600,32221.96,32221.96,31975.08,32008.56,388.27959417
1609861500,32008.65,32192.3,31996.35,32167.29,234.14781184
1609862400,32167.3,32300,31850,32273.67,377.60854516
1609863300,32278.6,32750,32268.08,32564.49,523.36475928
1609864200,32564.49,32679.99,32375.26,32538.42,454.25980946
1609865100,32538.41,32587.72,32387.1,32535.08,304.7080161
1609866000,32539.08,32712.23,32487.08,32493.13,500.0386466
1609866900,32493.17,32553.08,32350.09,32392.14,328.2577976
1609867800,32380,32526.92,32312.93,32495.08,371.30340058
1609868700,32495.08,32879.92,32485.32,32827.06,491.39294601
1609869600,32825.42,33250,32740.82,33229.82,763.15117703
1609870500,33219.63,33281.83,33010.79,33154.69,560.56004421
1609871400,33153.55,33420,33000.55,33398.09,444.64948714
1609872300,33400,33523.29,33338.39,33450.2,627.59709379
1609873200,33457.49,33620,33212,33614.46,741.275961
1609874100,33608.98,34049.99,33568.31,33931.3,828.26456836
1609875000,33917.75,34306.17,33688.72,33830.25,1002.24251405
1609875900,33831.42,34150,33800,33807.67,636.09095782
